,0
0.001,0.0
0.002,2.9501091932145557e-06
0.003,7.820160898241709e-06
0.004,1.4581790119515094e-05
0.005,2.3209120076685656e-05
0.006,3.3678110518291017e-05
0.007,4.596616878400077e-05
0.008,6.005189186165198e-05
0.009,7.591488308373467e-05
0.01,9.353561534062423e-05
0.011,0.0001128953252172071
0.012,0.0001339759287150171
0.013,0.00015675995262904338
0.014,0.00018123047763294773
0.015,0.00020737109034587122
0.016,0.000235165842436855
0.017,0.00026459921534396653
0.018,0.0002956560895430272
0.019,0.0003283217175529067
0.02,0.0003625817000463575
0.021,0.0003984219645689486
0.022,0.0004358287464691036
0.023,0.0004747885717182802
0.024,0.0005152882413593178
0.025,0.0005573148173668304
0.026,0.0006008556097399824
0.027,0.0006458981646768963
0.028,0.0006924302537034563
0.029,0.0007404398636482784
0.03,0.000789915187371265
0.031,0.0008408446151660671
0.032,0.0008932167267675285
0.033,0.0009470202839041699
0.034,0.0010022442233434475
0.035,0.0010588776503837757
0.036,0.0011169098327529295
0.037,0.001176330194877111
0.038,0.0012371283124888797
0.039,0.0012992939075457505
0.04,0.0013628168434342634
0.041,0.0014276871204368198
0.042,0.0014938948714411373
0.043,0.0015614303578739002
0.044,0.0016302839658421623
0.045,0.0017004462024674863
0.046,0.0017719076923993758
0.047,0.001844659174495441
0.048,0.0019186914986573213
0.049,0.0019939956228117815
0.05,0.00207056261002782
0.051,0.0021483836257611792
0.052,0.0022274499352180227
0.053,0.002307752900830895
0.054,0.0023892839798401134
0.055,0.002472034721974115
0.056,0.00255599676722358
0.057,0.002641161843703526
0.058,0.002727521765598714
0.059,0.002815068431187842
0.06,0.0029037938209419975
0.061,0.0029936899956938623
0.062,0.0030847490948735794
0.063,0.00317696333480811
0.064,0.0032703250070807667
0.065,0.0033648264769479685
0.066,0.0034604601818104055
0.067,0.0035572186297359474
0.068,0.0036550943980319375
0.069,0.003754080131864526
0.07,0.003854168542922614
0.071,0.0039553524081249155
0.072,0.004057624568367589
0.073,0.00416097792731119
0.074,0.004265405450204755
0.075,0.00437090016274574
0.076,0.004477455149974194
0.077,0.004585063555199566
0.078,0.004693718578959099
0.079,0.00480341347800631
0.08,0.004914141564328238
0.081,0.00502589620419059
0.082,0.005138670817209553
0.083,0.005252458875449087
0.084,0.005367253902543008
0.085,0.00548304947284051
0.086,0.0055998392105747995
0.087,0.005717616789053429
0.088,0.005836375929869795
0.089,0.005956110402135116
0.09,0.006076814021729942
0.091,0.006198480650574493
0.092,0.00632110419591757
0.093,0.006444678609642698
0.094,0.006569197887591506
0.095,0.006694656068903572
0.096,0.006821047235371927
0.097,0.006948365510814274
0.098,0.007076605060458293
0.099,0.007205760090342366
0.1,0.007335824846729327
0.101,0.007466793615533738
0.102,0.0075986607217627435
0.103,0.007731420528968734
0.104,0.007865067438714714
0.105,0.007999595890051371
0.106,0.00813500035900562
0.107,0.008271275358079984
0.108,0.008408415435763197
0.109,0.008546415176050955
0.11,0.008685269197976665
0.111,0.008824972155152462
0.112,0.008965518735319469
0.113,0.009106903659907323
0.114,0.009249121683602913
0.115,0.009392167593927542
0.116,0.009536036210823107
0.117,0.009680722386245996
0.118,0.009826221003769077
0.119,0.009972526978192245
0.12,0.01011963525515949
0.121,0.01026754081078422
0.122,0.01041623865128119
0.123,0.010565723812605869
0.124,0.010715991360100508
0.125,0.010867036388146562
0.126,0.011018854019824158
0.127,0.011171439406577235
0.128,0.011324787727885179
0.129,0.01147889419094059
0.13,0.011633754030332531
0.131,0.011789362507735508
0.132,0.011945714911604285
0.133,0.012102806556873954
0.134,0.012260632784665045
0.135,0.012419188961994183
0.136,0.012578470481489426
0.137,0.012738472761110987
0.138,0.012899191243875896
0.139,0.013060621397588363
0.14,0.013222758714573814
0.141,0.0133855987114181
0.142,0.013549136928710463
0.143,0.013713368930791166
0.144,0.013878290305502989
0.145,0.014043896663947095
0.146,0.01421018364024277
0.147,0.01437714689129043
0.148,0.014544782096539793
0.149,0.014713084957760355
0.15,0.014882051198815992
0.151,0.015051676565443806
0.152,0.015221956825035202
0.153,0.015392887766421181
0.154,0.015564465199660982
0.155,0.01573668495583338
0.156,0.015909542886831846
0.157,0.016083034865162462
0.158,0.016257156783744738
0.159,0.016431904555715974
0.16,0.016607274114237958
0.161,0.01678326141230662
0.162,0.016959862422565232
0.163,0.01713707313711909
0.164,0.017314889567353994
0.165,0.017493307743756886
0.166,0.01767232371573891
0.167,0.017851933551461627
0.168,0.018032133337664895
0.169,0.018212919179498008
0.17,0.018394287200352525
0.171,0.018576233541697837
0.172,0.01875875436291922
0.173,0.018941845841157257
0.174,0.01912550417115092
0.175,0.019309725565081017
0.176,0.019494506252417634
0.177,0.019679842479768055
0.178,0.01986573051072802
0.179,0.020052166625733947
0.18,0.020239147121917808
0.181,0.020426668312963768
0.182,0.020614726528966475
0.183,0.020803318116291825
0.184,0.020992439437438587
0.185,0.02118208687090299
0.186,0.021372256811044037
0.187,0.02156294566795136
0.188,0.02175414986731418
0.189,0.021945865850292144
0.19,0.022138090073388364
0.191,0.022330819008322816
0.192,0.02252404914190871
0.193,0.022717776975929443
0.194,0.02291199902701753
0.195,0.023106711826534967
0.196,0.023301911920455103
0.197,0.023497595869245727
0.198,0.02369376024775409
0.199,0.023890401645092665
0.2,0.024087516664527235
0.201,0.02428510192336482
0.202,0.02448315405284493
0.203,0.02468166969803043
0.204,0.02488064551770064
0.205,0.02508007818424527
0.206,0.025279964383559984
0.207,0.02548030081494257
0.208,0.025681084190991445
0.209,0.025882311237504063
0.21,0.026083978693377106
0.211,0.026286083310508246
0.212,0.02648862185369822
0.213,0.02669159110055444
0.214,0.026894987841396052
0.215,0.027098808879159005
0.216,0.027303051029303735
0.217,0.027507711119722368
0.218,0.027712785990648026
0.219,0.027918272494564897
0.22,0.028124167496118464
0.221,0.028330467872028607
0.222,0.028537170511001235
0.223,0.02874427231364316
0.224,0.028951770192376394
0.225,0.02915966107135437
0.226,0.02936794188637773
0.227,0.029576609584812924
0.228,0.029785661125510114
0.229,0.02999509347872241
0.23,0.030204903626026576
0.231,0.030415088560243483
0.232,0.030625645285360478
0.233,0.030836570816453884
0.234,0.031047862179612612
0.235,0.03125951641186204
0.236,0.03147153056109015
0.237,0.031683901685972446
0.238,0.03189662685589896
0.239,0.03210970315090219
0.24,0.03232312766158416
0.241,0.03253689748904677
0.242,0.03275100974481997
0.243,0.0329654615507934
0.244,0.033180250039146264
0.245,0.03339537235228048
0.246,0.03361082564275174
0.247,0.033826607073203736
0.248,0.03404271381630107
0.249,0.03425914305466462
0.25,0.03447589198080568
0.251,0.03469295779706262
0.252,0.03491033771553659
0.253,0.03512802895802898
0.254,0.03534602875597863
0.255,0.03556433435040052
0.256,0.03578294299182444
0.257,0.03600185194023389
0.258,0.0362210584650071
0.259,0.03644055984485686
0.26,0.036660353367771736
0.261,0.03688043633095828
0.262,0.0371008060407826
0.263,0.037321459812713814
0.264,0.03754239497126709
0.265,0.03776360884994731
0.266,0.0379850987911944
0.267,0.038206862146326834
0.268,0.0384288962754885
0.269,0.03865119854759387
0.27,0.038873766340274674
0.271,0.0390965970398265
0.272,0.0393196880411571
0.273,0.03954303674773334
0.274,0.039766640571530384
0.275,0.039990496932979736
0.276,0.04021460326091958
0.277,0.04043895699254357
0.278,0.040663555573351745
0.279,0.0408883964571011
0.28,0.04111347710575648
0.281,0.04133879498944257
0.282,0.04156434758639514
0.283,0.04179013238291439
0.284,0.04201614687331719
0.285,0.042242388559890404
0.286,0.042468854952844984
0.287,0.0426955435702695
0.288,0.04292245193808476
0.289,0.04314957758999925
0.29,0.04337691806746331
0.291,0.04360447091962591
0.292,0.043832233703289925
0.293,0.04406020398286903
0.294,0.04428837933034391
0.295,0.04451675732522044
0.296,0.04474533555448555
0.297,0.044974111612567105
0.298,0.045203083101290634
0.299,0.045432247629838385
0.3,0.045661602814708394
0.301,0.045891146279673986
0.302,0.04612087565574295
0.303,0.04635078858111705
0.304,0.04658088270115403
0.305,0.046811155668326374
0.306,0.047041605142183016
0.307,0.04727222878931109
0.308,0.047503024283296544
0.309,0.047733989304686725
0.31,0.047965121540952504
0.311,0.04819641868645101
0.312,0.04842787844238747
0.313,0.048659498516779406
0.314,0.0488912766244196
0.315,0.04912321048684015
0.316,0.04935529783227602
0.317,0.04958753639562917
0.318,0.04981992391843457
0.319,0.05005245814882303
0.32,0.05028513684148765
0.321,0.05051795775764903
0.322,0.05075091866502106
0.323,0.05098401733777613
0.324,0.051217251556512605
0.325,0.051450619108219964
0.326,0.051684117786247055
0.327,0.051917745390267264
0.328,0.05215149972624805
0.329,0.05238537860641605
0.33,0.05261937984922699
0.331,0.05285350127933225
0.332,0.05308774072754782
0.333,0.05332209603082261
0.334,0.053556565032207445
0.335,0.05379114558082354
0.336,0.05402583553183264
0.337,0.054260632746404774
0.338,0.054495535091690486
0.339,0.054730540440788414
0.34,0.05496564667271657
0.341,0.055200851672382756
0.342,0.05543615333055442
0.343,0.05567154954383026
0.344,0.055907038214611
0.345,0.05614261725107057
0.346,0.05637828456712754
0.347,0.05661403808241691
0.348,0.056849875722261634
0.349,0.0570857954176448
0.35,0.057321795105182996
0.351,0.05755787272709699
0.352,0.05779402623118576
0.353,0.05803025357079869
0.354,0.058266552704809266
0.355,0.058502921597587326
0.356,0.05873935821897419
0.357,0.05897586054425438
0.358,0.05921242655413106
0.359,0.05944905423469904
0.36,0.05968574157741993
0.361,0.0599224865790951
0.362,0.06015928724184219
0.363,0.060396141573068135
0.364,0.06063304758544569
0.365,0.06087000329688666
0.366,0.06110700673051883
0.367,0.06134405591466133
0.368,0.061581148882798836
0.369,0.061818283673559044
0.37,0.06205545833068815
0.371,0.062292670903025815
0.372,0.06252991944448347
0.373,0.06276720201401959
0.374,0.06300451667561652
0.375,0.06324186149825722
0.376,0.06347923455590215
0.377,0.06371663392746738
0.378,0.06395405769680013
0.379,0.06419150395265735
0.38,0.06442897078868359
0.381,0.06466645630338771
0.382,0.06490395860012135
0.383,0.06514147578705706
0.384,0.06537900597716634
0.385,0.06561654728819763
0.386,0.06585409784265547
0.387,0.06609165576777865
0.388,0.06632921919551912
0.389,0.06656678626252066
0.39,0.06680435511009838
0.391,0.0670419238842174
0.392,0.06727949073547276
0.393,0.06751705381906822
0.394,0.06775461129479618
0.395,0.06799216132701755
0.396,0.0682297020846416
0.397,0.06846723174110536
0.398,0.06870474847435448
0.399,0.06894225046682298
0.4,0.06917973590541418
0.401,0.06941720298148085
0.402,0.06965464989080519
0.403,0.06989207483358117
0.404,0.0701294760143937
0.405,0.07036685164220113
0.406,0.07060419993031536
0.407,0.07084151909638309
0.408,0.07107880736236791
0.409,0.07131606295453147
0.41,0.07155328410341447
0.411,0.07179046904381917
0.412,0.07202761601479127
0.413,0.07226472325960107
0.414,0.07250178902572599
0.415,0.07273881156483328
0.416,0.07297578913276132
0.417,0.07321271998950249
0.418,0.07344960239918602
0.419,0.07368643463005961
0.42,0.07392321495447371
0.421,0.07415994164886242
0.422,0.07439661299372866
0.423,0.07463322727362473
0.424,0.07486978277713754
0.425,0.07510627779687112
0.426,0.07534271062942899
0.427,0.07557907957539953
0.428,0.07581538293933851
0.429,0.07605161902975208
0.43,0.07628778615908177
0.431,0.07652388264368798
0.432,0.07675990680383316
0.433,0.07699585696366631
0.434,0.07723173145120851
0.435,0.07746752859833472
0.436,0.07770324674075968
0.437,0.07793888421802253
0.438,0.07817443937346966
0.439,0.07840991055424187
0.44,0.07864529611125642
0.441,0.07888059439919384
0.442,0.07911580377648178
0.443,0.07935092260528073
0.444,0.07958594925146734
0.445,0.07982088208462254
0.446,0.08005571947801404
0.447,0.08029045980858285
0.448,0.08052510145692907
0.449,0.0807596428072963
0.45,0.08099408224755816
0.451,0.08122841816920362
0.452,0.08146264896732278
0.453,0.08169677304059247
0.454,0.08193078879126245
0.455,0.08216469462514178
0.456,0.08239848895158441
0.457,0.08263217018347391
0.458,0.08286573673721392
0.459,0.08309918703270894
0.46,0.0833325194933556
0.461,0.08356573254602612
0.462,0.083798824621056
0.463,0.08403179415223044
0.464,0.08426463957677141
0.465,0.08449735933532371
0.466,0.08472995187194213
0.467,0.08496241563407875
0.468,0.08519474907256974
0.469,0.08542695064162206
0.47,0.08565901879880097
0.471,0.08589095200501742
0.472,0.08612274872451464
0.473,0.08635440742485684
0.474,0.08658592657691475
0.475,0.08681730465485488
0.476,0.08704854013612578
0.477,0.08727963150144699
0.478,0.08751057723479569
0.479,0.08774137582339472
0.48,0.08797202575770036
0.481,0.08820252553139096
0.482,0.08843287364135419
0.483,0.08866306858767486
0.484,0.0888931088736242
0.485,0.08912299300564658
0.486,0.08935271949334841
0.487,0.08958228684948732
0.488,0.08981169358995919
0.489,0.09004093823378659
0.49,0.09027001930310863
0.491,0.09049893532316844
0.492,0.09072768482230126
0.493,0.09095626633192469
0.494,0.09118467838652713
0.495,0.09141291952365449
0.496,0.0916409882839018
0.497,0.09186888321090045
0.498,0.09209660285130766
0.499,0.09232414575479614
0.5,0.09255151047404162
0.501,0.09277869556471352
0.502,0.09300569958546373
0.503,0.09323252109791569
0.504,0.09345915866665322
0.505,0.09368561085921068
0.506,0.0939118762460634
0.507,0.09413795340061415
0.508,0.09436384089918526
0.509,0.09458953732100728
0.51,0.09481504124820955
0.511,0.09504035126580845
0.512,0.0952654659616976
0.513,0.095490383926639
0.514,0.09571510375425107
0.515,0.09593962404099904
0.516,0.09616394338618661
0.517,0.09638806039194353
0.518,0.09661197366321705
0.519,0.09683568180776159
0.52,0.09705918343612935
0.521,0.09728247716166
0.522,0.09750556160047164
0.523,0.0977284353714507
0.524,0.09795109709624183
0.525,0.09817354539923961
0.526,0.0983957789075775
0.527,0.09861779625111955
0.528,0.09883959606245074
0.529,0.09906117697686723
0.53,0.09928253763236672
0.531,0.09950367666964088
0.532,0.09972459273206297
0.533,0.09994528446568296
0.534,0.10016575051921406
0.535,0.10038598954402644
0.536,0.10060600019413685
0.537,0.1008257811262005
0.538,0.10104533099950158
0.539,0.10126464847594374
0.54,0.10148373222004303
0.541,0.10170258089891682
0.542,0.10192119318227705
0.543,0.10213956774241956
0.544,0.10235770325421684
0.545,0.10257559839510932
0.546,0.10279325184509569
0.547,0.10301066228672506
0.548,0.1032278284050887
0.549,0.10344474888781108
0.55,0.10366142242504117
0.551,0.10387784770944475
0.552,0.10409402343619573
0.553,0.1043099483029673
0.554,0.10452562100992507
0.555,0.10474104025971603
0.556,0.10495620475746431
0.557,0.10517111321075989
0.558,0.10538576432965158
0.559,0.10560015682663865
0.56,0.10581428941666315
0.561,0.10602816081710154
0.562,0.10624176974775734
0.563,0.10645511493085241
0.564,0.10666819509101877
0.565,0.10688100895529273
0.566,0.1070935552531046
0.567,0.10730583271627242
0.568,0.10751784007899379
0.569,0.10772957607783751
0.57,0.10794103945173794
0.571,0.10815222894198462
0.572,0.10836314329221675
0.573,0.10857378124841488
0.574,0.10878414155889327
0.575,0.1089942229742924
0.576,0.10920402424757142
0.577,0.1094135441340015
0.578,0.10962278139115822
0.579,0.10983173477891284
0.58,0.11004040305942653
0.581,0.11024878499714236
0.582,0.11045687935877835
0.583,0.11066468491332082
0.584,0.11087220043201523
0.585,0.1110794246883618
0.586,0.11128635645810553
0.587,0.11149299451923117
0.588,0.11169933765195567
0.589,0.11190538463872102
0.59,0.11211113426418634
0.591,0.11231658531522293
0.592,0.11252173658090542
0.593,0.11272658685250664
0.594,0.11293113492348811
0.595,0.11313537958949688
0.596,0.11333931964835542
0.597,0.11354295390005587
0.598,0.11374628114675517
0.599,0.11394930019276567
0.6,0.11415200984454937
0.601,0.11435440891071186
0.602,0.11455649620199554
0.603,0.11475827053127224
0.604,0.11495973071353754
0.605,0.11516087556590399
0.606,0.11536170390759398
0.607,0.11556221455993437
0.608,0.11576240634634993
0.609,0.11596227809235488
0.61,0.1161618286255493
0.611,0.11636105677561198
0.612,0.11655996137429286
0.613,0.11675854125540752
0.614,0.11695679525483121
0.615,0.11715472221049267
0.616,0.11735232096236708
0.617,0.11754959035247053
0.618,0.11774652922485368
0.619,0.11794313642559612
0.62,0.1181394108027985
0.621,0.1183353512065794
0.622,0.11853095648906647
0.623,0.1187262255043916
0.624,0.11892115710868528
0.625,0.11911575016007042
0.626,0.11931000351865506
0.627,0.11950391604652838
0.628,0.11969748660775409
0.629,0.11989071406836371
0.63,0.12008359729635243
0.631,0.1202761351616719
0.632,0.12046832653622391
0.633,0.12066017029385706
0.634,0.12085166531035924
0.635,0.12104281046345033
0.636,0.12123360463278082
0.637,0.12142404669992202
0.638,0.1216141355483632
0.639,0.12180387006350274
0.64,0.12199324913264731
0.641,0.1221822716450025
0.642,0.1223709364916667
0.643,0.12255924256562994
0.644,0.12274718876176266
0.645,0.12293477397681696
0.646,0.12312199710941363
0.647,0.12330885706004291
0.648,0.12349535273105522
0.649,0.12368148302665782
0.65,0.12386724685290856
0.651,0.12405264311771141
0.652,0.12423767073081071
0.653,0.12442232860378283
0.654,0.12460661565003767
0.655,0.12479053078480684
0.656,0.12497407292514201
0.657,0.12515724098990827
0.658,0.1253400338997797
0.659,0.125522450577234
0.66,0.1257044899465467
0.661,0.12588615093378597
0.662,0.1260674324668099
0.663,0.12624833347525832
0.664,0.12642885289054956
0.665,0.1266089896458743
0.666,0.12678874267619128
0.667,0.12696811091822252
0.668,0.12714709331044727
0.669,0.12732568879309814
0.67,0.12750389630815584
0.671,0.12768171479934404
0.672,0.12785914321212388
0.673,0.12803618049369103
0.674,0.12821282559296887
0.675,0.12838907746060407
0.676,0.12856493504896283
0.677,0.128740397312125
0.678,0.128915463205879
0.679,0.12909013168771782
0.68,0.12926440171683545
0.681,0.12943827225411908
0.682,0.12961174226214717
0.683,0.1297848107051836
0.684,0.12995747654917184
0.685,0.13012973876173412
0.686,0.13030159631216098
0.687,0.1304730481714133
0.688,0.1306440933121118
0.689,0.13081473070853616
0.69,0.13098495933661974
0.691,0.13115477817394328
0.692,0.13132418619973213
0.693,0.13149318239485253
0.694,0.13166176574180383
0.695,0.13182993522471798
0.696,0.13199768982935173
0.697,0.1321650285430852
0.698,0.1323319503549144
0.699,0.13249845425544898
0.7,0.13266453923690785
0.701,0.13283020429311293
0.702,0.13299544841948696
0.703,0.13316027061304891
0.704,0.13332466987240704
0.705,0.13348864519775838
0.706,0.13365219559088243
0.707,0.13381532005513597
0.708,0.1339780175954513
0.709,0.13414028721832938
0.71,0.1343021279318386
0.711,0.13446353874560724
0.712,0.13462451867082248
0.713,0.1347850667202244
0.714,0.1349451819080999
0.715,0.1351048632502838
0.716,0.13526410976415137
0.717,0.13542292046861226
0.718,0.13558129438411226
0.719,0.13573923053262094
0.72,0.13589672793763785
0.721,0.13605378562417914
0.722,0.1362104026187787
0.723,0.1363665779494827
0.724,0.13652231064584675
0.725,0.13667759973892935
0.726,0.13683244426129026
0.727,0.1369868432469863
0.728,0.1371407957315658
0.729,0.13729430075206683
0.73,0.13744735734701174
0.731,0.13759996455640422
0.732,0.13775212142172455
0.733,0.13790382698592651
0.734,0.13805508029343272
0.735,0.13820588039013226
0.736,0.13835622632337563
0.737,0.13850611714197059
0.738,0.1386555518961794
0.739,0.13880452963771606
0.74,0.13895304941973852
0.741,0.13910111029684957
0.742,0.1392487113250902
0.743,0.1393958515619378
0.744,0.13954253006630057
0.745,0.13968874589851454
0.746,0.13983449812034132
0.747,0.13997978579496206
0.748,0.1401246079869758
0.749,0.1402689637623944
0.75,0.14041285218863953
0.751,0.14055627233453893
0.752,0.14069922327032447
0.753,0.14084170406762442
0.754,0.14098371379946495
0.755,0.14112525154026223
0.756,0.14126631636582165
0.757,0.1414069073533345
0.758,0.14154702358137095
0.759,0.1416866641298814
0.76,0.14182582808018884
0.761,0.14196451451498815
0.762,0.1421027225183411
0.763,0.1422404511756732
0.764,0.1423776995737719
0.765,0.14251446680077862
0.766,0.14265075194619237
0.767,0.1427865541008596
0.768,0.14292187235697473
0.769,0.14305670580807528
0.77,0.1431910535490395
0.771,0.14332491467608066
0.772,0.143458288286749
0.773,0.143591173479921
0.774,0.143723569355802
0.775,0.14385547501592066
0.776,0.14398688956312522
0.777,0.1441178121015818
0.778,0.14424824173676865
0.779,0.14437817757547655
0.78,0.14450761872580142
0.781,0.14463656429714422
0.782,0.14476501340020653
0.783,0.14489296514698669
0.784,0.14502041865077753
0.785,0.14514737302616398
0.786,0.14527382738901795
0.787,0.1453997808564964
0.788,0.1455252325470373
0.789,0.14565018158035825
0.79,0.14577462707745115
0.791,0.1458985681605799
0.792,0.14602200395327902
0.793,0.14614493358034708
0.794,0.14626735616784725
0.795,0.14638927084310172
0.796,0.14651067673468898
0.797,0.14663157297244234
0.798,0.14675195868744484
0.799,0.14687183301202744
0.8,0.146991195079766
0.801,0.14711004402547756
0.802,0.14722837898521768
0.803,0.14734619909627866
0.804,0.14746350349718318
0.805,0.14758029132768613
0.806,0.14769656172876722
0.807,0.14781231384262994
0.808,0.14792754681269982
0.809,0.14804225978361962
0.81,0.1481564519012466
0.811,0.14827012231265024
0.812,0.14838327016610997
0.813,0.1484958946111108
0.814,0.1486079947983403
0.815,0.14871956987968804
0.816,0.14883061900824002
0.817,0.1489411413382783
0.818,0.14905113602527487
0.819,0.149160602225893
0.82,0.1492695390979808
0.821,0.1493779458005703
0.822,0.14948582149387457
0.823,0.14959316533928413
0.824,0.14969997649936395
0.825,0.14980625413785276
0.826,0.14991199741965788
0.827,0.15001720551085362
0.828,0.15012187757867823
0.829,0.1502260127915317
0.83,0.15032961031897218
0.831,0.1504326693317135
0.832,0.15053518900162344
0.833,0.1506371685017197
0.834,0.15073860700616715
0.835,0.15083950369027732
0.836,0.15093985773050256
0.837,0.15103966830443594
0.838,0.1511389345908073
0.839,0.1512376557694809
0.84,0.15133583102145332
0.841,0.1514334595288488
0.842,0.15153054047492054
0.843,0.15162707304404321
0.844,0.15172305642171502
0.845,0.15181848979455126
0.846,0.15191337235028413
0.847,0.15200770327775892
0.848,0.1521014817669334
0.849,0.15219470700887228
0.85,0.15228737819574645
0.851,0.15237949452083077
0.852,0.15247105517850035
0.853,0.15256205936422873
0.854,0.1526525062745856
0.855,0.15274239510723409
0.856,0.1528317250609268
0.857,0.15292049533550656
0.858,0.15300870513190046
0.859,0.1530963536521196
0.86,0.15318344009925555
0.861,0.15326996367747892
0.862,0.15335592359203631
0.863,0.15344131904924696
0.864,0.15352614925650176
0.865,0.15361041342226034
0.866,0.153694110756048
0.867,0.15377724046845487
0.868,0.15385980177113112
0.869,0.1539417938767872
0.87,0.15402321599918944
0.871,0.15410406735315896
0.872,0.1541843471545684
0.873,0.15426405462033943
0.874,0.1543431889684418
0.875,0.1544217494178899
0.876,0.15449973518873994
0.877,0.15457714550208856
0.878,0.1546539795800702
0.879,0.1547302366458556
0.88,0.15480591592364656
0.881,0.1548810166386786
0.882,0.15495553801721285
0.883,0.15502947928653865
0.884,0.15510283967496907
0.885,0.15517561841183825
0.886,0.15524781472749993
0.887,0.15531942785332553
0.888,0.15539045702170073
0.889,0.15546090146602443
0.89,0.1555307604207059
0.891,0.155600033121162
0.892,0.15566871880381628
0.893,0.15573681670609485
0.894,0.1558043260664278
0.895,0.15587124612424186
0.896,0.15593757611996206
0.897,0.1560033152950091
0.898,0.15606846289179488
0.899,0.15613301815372305
0.9,0.15619698032518547
0.901,0.15626034865155958
0.902,0.15632312237920787
0.903,0.1563853007554744
0.904,0.15644688302868237
0.905,0.1565078684481338
0.906,0.15656825626410498
0.907,0.15662804572784705
0.908,0.15668723609158108
0.909,0.156745826608498
0.91,0.1568038165327562
0.911,0.156861205119478
0.912,0.1569179916247485
0.913,0.1569741753056162
0.914,0.15702975542008502
0.915,0.15708473122711686
0.916,0.15713910198662862
0.917,0.1571928669594893
0.918,0.15724602540751886
0.919,0.15729857659348445
0.92,0.15735051978110126
0.921,0.15740185423502728
0.922,0.15745257922086375
0.923,0.15750269400515216
0.924,0.15755219785537244
0.925,0.1576010900399405
0.926,0.15764936982820654
0.927,0.15769703649045252
0.928,0.15774408929789252
0.929,0.15779052752266565
0.93,0.15783635043784117
0.931,0.1578815573174105
0.932,0.15792614743628797
0.933,0.15797012007030764
0.934,0.1580134744962235
0.935,0.15805620999170444
0.936,0.15809832583533667
0.937,0.15813982130661464
0.938,0.15818069568594717
0.939,0.15822094825465116
0.94,0.15826057829494955
0.941,0.15829958508997122
0.942,0.15833796792374621
0.943,0.1583757260812093
0.944,0.15841285884819123
0.945,0.15844936551142075
0.946,0.15848524535852337
0.947,0.158520497678018
0.948,0.1585551217593132
0.949,0.15858911689271094
0.95,0.1586224823693969
0.951,0.15865521748144706
0.952,0.15868732152181964
0.953,0.15871879378435516
0.954,0.1587496335637757
0.955,0.15877984015568136
0.956,0.15880941285654904
0.957,0.1588383509637329
0.958,0.15886665377545606
0.959,0.15889432059081843
0.96,0.15892135070978564
0.961,0.1589477434331923
0.962,0.15897349806274053
0.963,0.158998613900995
0.964,0.1590230902513844
0.965,0.1590469264181964
0.966,0.15907012170657864
0.967,0.15909267542253647
0.968,0.15911458687292945
0.969,0.15913585536547203
0.97,0.1591564802087302
0.971,0.15917646071211944
0.972,0.1591957961859044
0.973,0.1592144859411968
0.974,0.15923252928995157
0.975,0.15924992554496853
0.976,0.15926667401988848
0.977,0.15928277402919278
0.978,0.15929822488819922
0.979,0.15931302591306307
0.98,0.15932717642077432
0.981,0.1593406757291551
0.982,0.1593535231568597
0.983,0.1593657180233723
0.984,0.15937725964900262
0.985,0.15938814735489026
0.986,0.15939838046299637
0.987,0.15940795829610577
0.988,0.15941688017782552
0.989,0.1594251454325808
0.99,0.15943275338561547
0.991,0.15943970336298963
0.992,0.15944599469157728
0.993,0.1594516266990672
0.994,0.15945659871395668
0.995,0.15946091006555552
0.996,0.15946456008397947
0.997,0.15946754810015196
0.998,0.15946987344580021
0.999,0.15947153545345627
1.0,0.15947253345645251
